time ms,free,max,total
121340,72606992,1065025536,417267712
122341,69768256,1065025536,417267712
123342,66942736,1065025536,417267712
124343,65127816,1065025536,417267712
125344,44724064,1065025536,417267712
126345,42338592,1065025536,417267712
127346,38834344,1065025536,417267712
128347,180761464,1065025536,417267712
129348,216076648,1065025536,417267712
130349,214612064,1065025536,417267712
131351,211974784,1065025536,417267712
132352,201991208,1065025536,417267712
133352,201503176,1065025536,417267712
134354,191203072,1065025536,417267712
135361,197847896,1065025536,417267712
136362,184582456,1065025536,417267712
137363,187705224,1065025536,417267712
138366,173624520,1065025536,417267712
139367,172685976,1065025536,417267712
140368,175282304,1065025536,417267712
141369,168416224,1065025536,417267712
142370,156065528,1065025536,417267712
143371,158943144,1065025536,417267712
144371,145513288,1065025536,417267712
145372,145023856,1065025536,417267712
146374,135385032,1065025536,417267712
147375,128167232,1065025536,417267712
148376,131025928,1065025536,417267712
149377,134527864,1065025536,417267712
150378,117666512,1065025536,417267712
151380,113645648,1065025536,417267712
152380,113242920,1065025536,417267712
153381,117183424,1065025536,417267712
154382,104773608,1065025536,417267712
155384,108608344,1065025536,417267712
156399,107130152,1065025536,417267712
157400,94386592,1065025536,417267712
158402,86834072,1065025536,417267712
159402,87529680,1065025536,417267712
160403,87724016,1065025536,417267712
161404,76832384,1065025536,417267712
162404,66491264,1065025536,417267712
163405,76011856,1065025536,417267712
164406,63514648,1065025536,417267712
165406,66409736,1065025536,417267712
166407,61442928,1065025536,417267712
167408,46527760,1065025536,417267712
168410,50478504,1065025536,417267712
169411,45658800,1065025536,417267712
170412,55801488,1065025536,417267712
171413,207081896,1065025536,417267712
172414,199118200,1065025536,417267712
173415,185571552,1065025536,417267712
174416,194797928,1065025536,417267712
175417,183262472,1065025536,417267712
176417,170620032,1065025536,417267712
177418,174484712,1065025536,417267712
178419,163378864,1065025536,417267712
179420,159331912,1065025536,417267712
180421,164987528,1065025536,417267712
181423,157476616,1065025536,417267712
182423,147472016,1065025536,417267712
183436,152022904,1065025536,417267712
184445,148872144,1065025536,417267712
185446,135354184,1065025536,417267712
186447,124695960,1065025536,417267712
187447,130396896,1065025536,417267712
188449,118670224,1065025536,417267712
189450,117442176,1065025536,417267712
190451,121572072,1065025536,417267712
191452,115803328,1065025536,417267712
192453,98870096,1065025536,417267712
193454,101578600,1065025536,417267712
194455,91965488,1065025536,417267712
195455,88291736,1065025536,417267712
196456,90322656,1065025536,417267712
197461,90120680,1065025536,417267712
198462,78240680,1065025536,417267712
199463,79301296,1065025536,417267712
200464,77290272,1065025536,417267712
201465,63478912,1065025536,417267712
202466,69246536,1065025536,417267712
203467,56856200,1065025536,417267712
204468,61364480,1065025536,417267712
205470,51646560,1065025536,417267712
206471,40577424,1065025536,417267712
207472,44873776,1065025536,417267712
208472,34770032,1065025536,417267712
209473,200151832,1065025536,417267712
210474,202641264,1065025536,417267712
211476,185454352,1065025536,417267712
212477,181597192,1065025536,417267712
213478,182759704,1065025536,417267712
214479,183715040,1065025536,417267712
215480,173803984,1065025536,417267712
216481,161477264,1065025536,417267712
217484,170467024,1065025536,417267712
218485,152840736,1065025536,417267712
219486,156990976,1065025536,417267712
220487,146883784,1065025536,417267712
221494,149503064,1065025536,417267712
222505,144087456,1065025536,417267712
223506,131234728,1065025536,417267712
224507,130283024,1065025536,417267712
225508,116761208,1065025536,417267712
226509,121369080,1065025536,417267712
227511,117341568,1065025536,417267712
228512,116689992,1065025536,417267712
229513,109834488,1065025536,417267712
230513,104482360,1065025536,417267712
231515,96544216,1065025536,417267712
232518,93121112,1065025536,417267712
233519,98490624,1065025536,417267712
234521,96588680,1065025536,417267712
235522,91721352,1065025536,417267712
236523,85173080,1065025536,417267712
237524,85401144,1065025536,417267712
238526,80570152,1065025536,417267712
239527,64964328,1065025536,417267712
240528,68976984,1065025536,417267712
241529,58960784,1065025536,417267712
242530,57139696,1065025536,417267712
243531,58779792,1065025536,417267712
244532,48860376,1065025536,417267712
245534,36546144,1065025536,417267712
246535,47020272,1065025536,417267712
247536,164367568,1065025536,417267712
248537,193193848,1065025536,417267712
249538,198133912,1065025536,417267712
250539,193275560,1065025536,417267712
251541,189233824,1065025536,417267712
252542,174802536,1065025536,417267712
253543,182795464,1065025536,417267712
254544,174423080,1065025536,417267712
255545,178123800,1065025536,417267712
256545,167133768,1065025536,417267712
257546,155046768,1065025536,417267712
258548,154387032,1065025536,417267712
259549,154288040,1065025536,417267712
260549,151815800,1065025536,417267712
261550,141145616,1065025536,417267712
262551,139945360,1065025536,417267712
263552,136238368,1065025536,417267712
264553,128049888,1065025536,417267712
265554,136242360,1065025536,417267712
266555,126518696,1065025536,417267712
267556,128621392,1065025536,417267712
268559,118999056,1065025536,417267712
269560,122379352,1065025536,417267712
270562,119099720,1065025536,417267712
271563,107350104,1065025536,417267712
272564,107098296,1065025536,417267712
273565,111874880,1065025536,417267712
274566,97901816,1065025536,417267712
275568,97061408,1065025536,417267712
276569,90891184,1065025536,417267712
277570,89223976,1065025536,417267712
278571,84550936,1065025536,417267712
279572,83088520,1065025536,417267712
280574,79595016,1065025536,417267712
281575,75981248,1065025536,417267712
282576,73356944,1065025536,417267712
283577,74024048,1065025536,417267712
284578,72838320,1065025536,417267712
285579,60705000,1065025536,417267712
286580,66729328,1065025536,417267712
287581,58078592,1065025536,417267712
288583,54906400,1065025536,417267712
289584,47019464,1065025536,417267712
290585,43113072,1065025536,417267712
291586,48275752,1065025536,417267712
292587,35358304,1065025536,417267712
293589,186190640,1065025536,417267712
294589,174400872,1065025536,417267712
295590,171717984,1065025536,417267712
296592,175393360,1065025536,417267712
297592,163335008,1065025536,417267712
298593,171288128,1065025536,417267712
299594,162006736,1065025536,417267712
300595,152077248,1065025536,417267712
301597,158750872,1065025536,417267712
302598,151187504,1065025536,417267712
303599,139638040,1065025536,417267712
304600,132039176,1065025536,417267712
305601,128447360,1065025536,417267712
306602,124899616,1065025536,417267712
307604,119835048,1065025536,417267712
308605,128190848,1065025536,417267712
309606,118981952,1065025536,417267712
310606,111856464,1065025536,417267712
311607,121534128,1065025536,417267712
312608,112565184,1065025536,417267712
313609,102539304,1065025536,417267712
314610,107751880,1065025536,417267712
315613,108619024,1065025536,417267712
316614,90477312,1065025536,417267712
317615,92326952,1065025536,417267712
318616,95540016,1065025536,417267712
319617,86629480,1065025536,417267712
320618,74438520,1065025536,417267712
321619,77074280,1065025536,417267712
322620,78685888,1065025536,417267712
323621,62749904,1065025536,417267712
324623,69400464,1065025536,417267712
325624,60964816,1065025536,417267712
326625,54819896,1065025536,417267712
327626,55304824,1065025536,417267712
328627,43777968,1065025536,417267712
329628,48347072,1065025536,417267712
330629,37505336,1065025536,417267712
331630,144095208,1065025536,417267712
332632,182468688,1065025536,417267712
333633,168194496,1065025536,417267712
334634,163502744,1065025536,417267712
335640,173798024,1065025536,417267712
336640,156078536,1065025536,417267712
337641,158338600,1065025536,417267712
338643,146512824,1065025536,417267712
339643,149399128,1065025536,417267712
340644,153273728,1065025536,417267712
341645,140513864,1065025536,417267712
342646,142342912,1065025536,417267712
343654,131057520,1065025536,417267712
344655,128889600,1065025536,417267712
345656,130796048,1065025536,417267712
346657,121529720,1065025536,417267712
347658,110908272,1065025536,417267712
348660,115022640,1065025536,417267712
349660,115333968,1065025536,417267712
350661,102786856,1065025536,417267712
351662,109603360,1065025536,417267712
352663,92370400,1065025536,417267712
353664,90396248,1065025536,417267712
354665,86101304,1065025536,417267712
355666,84882304,1065025536,417267712
356667,88832264,1065025536,417267712
357668,84722984,1065025536,417267712
358669,80154504,1065025536,417267712
359670,68895128,1065025536,417267712
360671,63552624,1065025536,417267712
361672,62300144,1065025536,417267712
362673,58338288,1065025536,417267712
363674,56597416,1065025536,417267712
364674,55904832,1065025536,417267712
365676,59044600,1065025536,417267712
366677,55073656,1065025536,417660928
367678,38378864,1065025536,418054144
368679,38814192,1065025536,418643968
369680,40097048,1065025536,419233792
370681,46154088,1065025536,419430400
371683,42341456,1065025536,420216832
372684,186323584,1065025536,420216832
373685,173039296,1065025536,420216832
374686,179352928,1065025536,420216832
375686,168358496,1065025536,420216832
376688,160757744,1065025536,420216832
377688,159571600,1065025536,420216832
378689,150848432,1065025536,420216832
379690,155487632,1065025536,420216832
380691,146454048,1065025536,420216832
381691,149557312,1065025536,420216832
382693,145909368,1065025536,420216832
383694,137586240,1065025536,420216832
384695,137556200,1065025536,420216832
385696,142295896,1065025536,420216832
386697,128162856,1065025536,420216832
387698,130226168,1065025536,420216832
388700,135697872,1065025536,420216832
389701,126332504,1065025536,420216832
390702,123592616,1065025536,420216832
391703,117394120,1065025536,420216832
392704,120602648,1065025536,420216832
393704,109174992,1065025536,420216832
394705,112838264,1065025536,420216832
395706,114583400,1065025536,420216832
396707,111272096,1065025536,420216832
397708,105546944,1065025536,420216832
398709,103742976,1065025536,420216832
399710,90065096,1065025536,420216832
400711,100210168,1065025536,420216832
401712,91738968,1065025536,420216832
402716,98243800,1065025536,420216832
403717,97502256,1065025536,420216832
404718,82925440,1065025536,420216832
405719,92741064,1065025536,420216832
406720,89068168,1065025536,420413440
407721,88339208,1065025536,420806656
408722,72959280,1065025536,421199872
409723,83244888,1065025536,421593088
410726,84430992,1065025536,421789696
411727,74827992,1065025536,421986304
412730,84459208,1065025536,422182912
413731,69577376,1065025536,422182912
414732,77961920,1065025536,422379520
415733,73069112,1065025536,422576128
416734,73724344,1065025536,422772736
417735,68693424,1065025536,422772736
418738,84397712,1065025536,422969344
419739,83475304,1065025536,423165952
420740,76660488,1065025536,423362560
421742,76483192,1065025536,423362560
422743,75946296,1065025536,423559168
423744,84314344,1065025536,423755776
424745,84287280,1065025536,423952384
425746,70096112,1065025536,423952384
426747,75250848,1065025536,424148992
427747,80593976,1065025536,424345600
428748,74998224,1065025536,424542208
429749,82288712,1065025536,424542208
430750,79077816,1065025536,424738816
431751,78950608,1065025536,425525248
432752,66954952,1065025536,425918464
433753,69159360,1065025536,426901504
434754,58057536,1065025536,427098112
435755,60331248,1065025536,427687936
436756,46595976,1065025536,427884544
437757,54051728,1065025536,428474368
438759,44458120,1065025536,428670976
439760,51177328,1065025536,429260800
440760,41216696,1065025536,429654016
441761,116616304,1065025536,430047232
442762,168607416,1065025536,443281408
443763,173728200,1065025536,443281408
444763,160017616,1065025536,443281408
445765,164682792,1065025536,443281408
446766,152936720,1065025536,443281408
447767,156395664,1065025536,443281408
448768,143653392,1065025536,443281408
449769,146743216,1065025536,443281408
450769,136118736,1065025536,443281408
451770,138867752,1065025536,443281408
452771,126207512,1065025536,443281408
453772,127077064,1065025536,443281408
454773,113720624,1065025536,443281408
455774,115474208,1065025536,443281408
456775,117297384,1065025536,443281408
457777,104976344,1065025536,443281408
458778,105816088,1065025536,443281408
459779,92488072,1065025536,443281408
460780,95385144,1065025536,443281408
461781,81672640,1065025536,443281408
462781,85376064,1065025536,443281408
463782,73461616,1065025536,443281408
464783,75933160,1065025536,443281408
465785,77157296,1065025536,443281408
466786,62308480,1065025536,443281408
467787,66417032,1065025536,443281408
468788,53271480,1065025536,443281408
469788,56845800,1065025536,443281408
470789,45946256,1065025536,443281408
471793,50201392,1065025536,443281408
472795,46426592,1065025536,443281408
473796,177880704,1065025536,443281408
474797,168402624,1065025536,443281408
475798,173877296,1065025536,443281408
476798,161837688,1065025536,443281408
477799,165652760,1065025536,443281408
478800,152467744,1065025536,443281408
479802,157192064,1065025536,443281408
480802,142531344,1065025536,443281408
481802,145169504,1065025536,443281408
482804,132096536,1065025536,443281408
483805,136295240,1065025536,443281408
484805,122529560,1065025536,443281408
485806,127452760,1065025536,443281408
486807,114510224,1065025536,443281408
487807,119766952,1065025536,443281408
488809,108061056,1065025536,443281408
489809,111154200,1065025536,443281408
490810,98301440,1065025536,443281408
491811,100909048,1065025536,443281408
492812,91517536,1065025536,443281408
493813,94286744,1065025536,443281408
494815,80829032,1065025536,443281408
495816,83179480,1065025536,443281408
496817,71322592,1065025536,443281408
497818,73929896,1065025536,443281408
498819,62477720,1065025536,443281408
499820,67921536,1065025536,443281408
500821,62635392,1065025536,443281408
501822,56891936,1065025536,443281408
502823,47406200,1065025536,443281408
503829,55819432,1065025536,443281408
504830,48021792,1065025536,443281408
505831,39887624,1065025536,443281408
506832,178320512,1065025536,443281408
507832,164401664,1065025536,443281408
508834,168201304,1065025536,443281408
509835,155785072,1065025536,443281408
510835,160077944,1065025536,443281408
511836,147981480,1065025536,443281408
512837,149248096,1065025536,443281408
513838,154272808,1065025536,443281408
514838,142243288,1065025536,443281408
515839,146663640,1065025536,443281408
516840,134468264,1065025536,443281408
517845,137557664,1065025536,443281408
518846,124157488,1065025536,443281408
519847,127417808,1065025536,443281408
520847,111728488,1065025536,443281408
521848,113365032,1065025536,443281408
522849,99357744,1065025536,443281408
523850,101544168,1065025536,443281408
524851,88526792,1065025536,443281408
525851,90784472,1065025536,443281408
526853,94071624,1065025536,443281408
527853,79485336,1065025536,443281408
528854,83012344,1065025536,443281408
529855,67835088,1065025536,443281408
530855,71388656,1065025536,443281408
531856,58582920,1065025536,443281408
532857,63137936,1065025536,443281408
533859,51645488,1065025536,443281408
534860,55052568,1065025536,443281408
535861,43610880,1065025536,443281408
536862,47649816,1065025536,443281408
537862,51120072,1065025536,443281408
538863,174251704,1065025536,445411328
539864,176182552,1065025536,445411328
540865,161410120,1065025536,445411328
541866,163572112,1065025536,445411328
542867,147765144,1065025536,445411328
543867,151968944,1065025536,445411328
544868,141423472,1065025536,445411328
545869,150604776,1065025536,445411328
546870,135660088,1065025536,445411328
547871,136090280,1065025536,445411328
548872,131178648,1065025536,445411328
549873,120465248,1065025536,445411328
550873,124544648,1065025536,445411328
551874,108394960,1065025536,445411328
552875,111093488,1065025536,445411328
553876,101143992,1065025536,445411328
554878,101466184,1065025536,445411328
555887,104967544,1065025536,445411328
556888,96486608,1065025536,445411328
557889,95884184,1065025536,445411328
558890,86979656,1065025536,445411328
559891,80936712,1065025536,445411328
560894,73218312,1065025536,445411328
561895,67061344,1065025536,445411328
562896,64262096,1065025536,445411328
563897,71006928,1065025536,445411328
564898,67519216,1065025536,445411328
565899,61097152,1065025536,445411328
566900,58943832,1065025536,445411328
567901,56472608,1065025536,445411328
568902,38845128,1065025536,445411328
569908,45939520,1065025536,445411328
570917,162667328,1065025536,445411328
571918,185258288,1065025536,451768320
572918,177758472,1065025536,451768320
573919,164719024,1065025536,451768320
574920,162007600,1065025536,451768320
575920,170423952,1065025536,451768320
576921,163220448,1065025536,451768320
577922,156515040,1065025536,451768320
578923,150919008,1065025536,451768320
579924,152051400,1065025536,451768320
580926,143929640,1065025536,451768320
581928,139618872,1065025536,451768320
582929,125460048,1065025536,451768320
583929,134068760,1065025536,451768320
584930,127633472,1065025536,451768320
585931,118563960,1065025536,451768320
586932,123828600,1065025536,451768320
587933,113511568,1065025536,451768320
588934,102025304,1065025536,451768320
589935,101384496,1065025536,451768320
590938,105243440,1065025536,451768320
591940,96451256,1065025536,451768320
592941,86013392,1065025536,451768320
593942,78458064,1065025536,451768320
594943,85767208,1065025536,451768320
595944,74921984,1065025536,451768320
596945,66366224,1065025536,451768320
597947,61623080,1065025536,451768320
598948,67535968,1065025536,451768320
599949,63523312,1065025536,451768320
600950,57735416,1065025536,451768320
601951,52858600,1065025536,451964928
602952,53728688,1065025536,452554752
603953,43184144,1065025536,452947968
604954,40548024,1065025536,453734400
605956,48208808,1065025536,454520832
606957,34472608,1065025536,454914048
607958,174144064,1065025536,457736192
608959,175315832,1065025536,457736192
609960,173417880,1065025536,457736192
610961,170586808,1065025536,457736192
611962,160680952,1065025536,457736192
612963,165683024,1065025536,457736192
613964,156147440,1065025536,457736192
614965,150975600,1065025536,457736192
615966,143981920,1065025536,457736192
616967,152384208,1065025536,457736192
617968,148137128,1065025536,457736192
618969,140830016,1065025536,457736192
619971,134243584,1065025536,457736192
620972,138857008,1065025536,457736192
621982,135119016,1065025536,457736192
622983,129581224,1065025536,457736192
623985,119054248,1065025536,457736192
624986,108494000,1065025536,457736192
625987,119201320,1065025536,457736192
626988,104969968,1065025536,457736192
627993,110618416,1065025536,457736192
628994,101779272,1065025536,457736192
629996,97276896,1065025536,457736192
630997,96796768,1065025536,457736192
632018,94028784,1065025536,457736192
633019,87605040,1065025536,457736192
634020,77546784,1065025536,457736192
635021,68268992,1065025536,458129408
636022,71441936,1065025536,458915840
637023,67509648,1065025536,459505664
638024,71878144,1065025536,460292096
639028,54936792,1065025536,460685312
640029,62356368,1065025536,461078528
641030,50840888,1065025536,461471744
642031,48429680,1065025536,462258176
643032,42926720,1065025536,462651392
644033,44326456,1065025536,463241216
645034,36716320,1065025536,463831040
646046,59095120,1065025536,464617472
647048,198372888,1065025536,492257280
648048,181955680,1065025536,492257280
649049,184916376,1065025536,492257280
650050,176583464,1065025536,492257280
651052,178204184,1065025536,492257280
652053,174818752,1065025536,492257280
653054,165965304,1065025536,492257280
654055,165792024,1065025536,492257280
655056,155801304,1065025536,492257280
656063,165421112,1065025536,492257280
657064,155074512,1065025536,492257280
658065,154327320,1065025536,492257280
659066,145386304,1065025536,492257280
660067,138104024,1065025536,492257280
661068,140251248,1065025536,492257280
662069,128652536,1065025536,492257280
663082,134664992,1065025536,492257280
664083,128436168,1065025536,492257280
665084,116065248,1065025536,492257280
666086,116424120,1065025536,492257280
667087,105802800,1065025536,492257280
668088,114197728,1065025536,492257280
669089,101057912,1065025536,492257280
670090,92140888,1065025536,492257280
671092,97624264,1065025536,492257280
672093,89996392,1065025536,492257280
673094,83337160,1065025536,492257280
674095,76343264,1065025536,492257280
675096,83005176,1065025536,492257280
676098,78430472,1065025536,492257280
677099,64778216,1065025536,492257280
678100,66759600,1065025536,492257280
679101,57732912,1065025536,492257280
680102,61387080,1065025536,492257280
681102,51454168,1065025536,492257280
682104,46368848,1065025536,492257280
683105,123718152,1065025536,492257280
684106,195139168,1065025536,501219328
685107,197389584,1065025536,501219328
686109,190370744,1065025536,501219328
687110,183571944,1065025536,501219328
688111,180197624,1065025536,501219328
689117,175553416,1065025536,501219328
690118,181442240,1065025536,501219328
691119,176496440,1065025536,501219328
692121,176336720,1065025536,501219328
693123,164490384,1065025536,501219328
694124,159200456,1065025536,501219328
695125,163774840,1065025536,501219328
696126,161634984,1065025536,501219328
697127,152187496,1065025536,501219328
698128,140028416,1065025536,501219328
699129,148312616,1065025536,501219328
700130,135815376,1065025536,501219328
701131,141348688,1065025536,501219328
702132,133138880,1065025536,501219328
703134,121470528,1065025536,501219328
704135,118874720,1065025536,501219328
705135,120254136,1065025536,501219328
706136,119658320,1065025536,501219328
707137,110527016,1065025536,501219328
708138,106417624,1065025536,501219328
709139,95202720,1065025536,501219328
710139,99535072,1065025536,501219328
711140,89961400,1065025536,501219328
712141,91370856,1065025536,501219328
713144,95145560,1065025536,501219328
714145,88300384,1065025536,501219328
715146,75378504,1065025536,501219328
716147,81312776,1065025536,501219328
717151,78926104,1065025536,501219328
718173,75306280,1065025536,501219328
719175,66311920,1065025536,501219328
720175,62511232,1065025536,501219328
721176,57002792,1065025536,501219328
722178,48010440,1065025536,501219328
723179,51714064,1065025536,501219328
724180,51906968,1065025536,501219328
725181,147721720,1065025536,501219328
726183,210023104,1065025536,518942720
727184,201417416,1065025536,518942720
728185,201414208,1065025536,518942720
729186,192667464,1065025536,518942720
730186,181455280,1065025536,518942720
731188,187920552,1065025536,518942720
732188,188033440,1065025536,518942720
733189,177422536,1065025536,518942720
734194,176930864,1065025536,518942720
735194,168959984,1065025536,518942720
736195,173357232,1065025536,518942720
737196,165046216,1065025536,518942720
738197,155668544,1065025536,518942720
739199,149950064,1065025536,518942720
740200,147242792,1065025536,518942720
741201,148714088,1065025536,518942720
742201,142994128,1065025536,518942720
743203,143538680,1065025536,518942720
744204,135919184,1065025536,518942720
745215,142665992,1065025536,518942720
746216,126073312,1065025536,518942720
747218,134421072,1065025536,518942720
748219,123363880,1065025536,518942720
749220,110920008,1065025536,518942720
750221,121804120,1065025536,518942720
751222,110702104,1065025536,518942720
752222,102112088,1065025536,518942720
753224,109058472,1065025536,518942720
754235,109635840,1065025536,518942720
755236,95277912,1065025536,518942720
756237,92962872,1065025536,518942720
757238,82716640,1065025536,518942720
758239,84955336,1065025536,518942720
759240,79715824,1065025536,518942720
760242,70115432,1065025536,518942720
761243,65588992,1065025536,518942720
762244,69859224,1065025536,518942720
763245,72225552,1065025536,518942720
764245,63474136,1065025536,518942720
765246,55848464,1065025536,518942720
766247,58352568,1065025536,518942720
767248,55235696,1065025536,518942720
768249,44269664,1065025536,518942720
769250,39901312,1065025536,518942720
770252,215204336,1065025536,546643968
771253,208998440,1065025536,546643968
772253,211862736,1065025536,546643968
773254,209368048,1065025536,546643968
774256,207461528,1065025536,546643968
775257,203293520,1065025536,546643968
776258,195930808,1065025536,546643968
777259,205724280,1065025536,546643968
778260,192144520,1065025536,546643968
779261,195736928,1065025536,546643968
780262,179973496,1065025536,546643968
781263,188881816,1065025536,546643968
782264,172588344,1065025536,546643968
783265,173902160,1065025536,546643968
784266,169809984,1065025536,546643968
785267,166258792,1065025536,546643968
786268,164471936,1065025536,546643968
787269,154137528,1065025536,546643968
788270,156926536,1065025536,546643968
789270,154816944,1065025536,546643968
790271,152284856,1065025536,546643968
791272,148921056,1065025536,546643968
792273,151326408,1065025536,546643968
793274,135038392,1065025536,546643968
794275,147223640,1065025536,546643968
795276,140676720,1065025536,546643968
796276,129525032,1065025536,546643968
797277,135686656,1065025536,546643968
798278,127193264,1065025536,546643968
799279,134096584,1065025536,546643968
800280,119570936,1065025536,546643968
801281,121560496,1065025536,546643968
802282,125169576,1065025536,546643968
803284,126956632,1065025536,546643968
804286,125269704,1065025536,546643968
805287,106089576,1065025536,546643968
806288,119735120,1065025536,546643968
807288,107450400,1065025536,546643968
808289,103013816,1065025536,546643968
809290,102501504,1065025536,546643968
810291,110791472,1065025536,546643968
811295,112085392,1065025536,546643968
812296,103750144,1065025536,546643968
813297,105013344,1065025536,546643968
814298,97460400,1065025536,546643968
815299,88939048,1065025536,546643968
816300,98937152,1065025536,546643968
817300,94390592,1065025536,546643968
818302,87460200,1065025536,546643968
819303,93569008,1065025536,546643968
820304,94768440,1065025536,546643968
821304,89897392,1065025536,546643968
822305,80972240,1065025536,546643968
823306,93546424,1065025536,546643968
824306,79040752,1065025536,546643968
825307,83598464,1065025536,546643968
826308,89481040,1065025536,546643968
827309,74151456,1065025536,546643968
828311,88541424,1065025536,546643968
829313,85262248,1065025536,546643968
830313,79379104,1065025536,546643968
831314,73657336,1065025536,546643968
832316,79610320,1065025536,546643968
833317,72053632,1065025536,546643968
834318,86313256,1065025536,546643968
835318,79491888,1065025536,546643968
836323,87501800,1065025536,546643968
837324,84354160,1065025536,546643968
838325,84363680,1065025536,546643968
839325,78432296,1065025536,546643968
840326,75846760,1065025536,546643968
841326,77582928,1065025536,546643968
842327,71621952,1065025536,546643968
843328,75231984,1065025536,546643968
844344,79731728,1065025536,546643968
845345,66368008,1065025536,546643968
846360,70611848,1065025536,546643968
847361,61658104,1065025536,546643968
848361,52837184,1065025536,546643968
849362,46243664,1065025536,546643968
850363,42827920,1065025536,546643968
851363,228532288,1065025536,566575104
852364,225068128,1065025536,566575104
853366,222634320,1065025536,566575104
854367,214097144,1065025536,566575104
855368,206478144,1065025536,566575104
856369,210981496,1065025536,566575104
857369,198932008,1065025536,566575104
858370,202552584,1065025536,566575104
859371,191878104,1065025536,566575104
860373,195080568,1065025536,566575104
861374,184800296,1065025536,566575104
862375,173484576,1065025536,566575104
863376,176820296,1065025536,566575104
864377,166403400,1065025536,566575104
865378,169956344,1065025536,566575104
866379,161958392,1065025536,566575104
867380,155789640,1065025536,566575104
868382,151859496,1065025536,566575104
869383,144529592,1065025536,566575104
870384,148620392,1065025536,566575104
871385,139089920,1065025536,566575104
872386,142680880,1065025536,566575104
873387,130550112,1065025536,566575104
