HouseIdentifier, NumBurglaries
"1000033562475", 0
"1000033562476", 0
"1000033562478", 0
"1000033562479", 0
"1000033562480", 0
"1000033562481", 0
"1000033562633", 0
"1000033562634", 0
"1000033562635", 0
"1000033562636", 0
"1000033562637", 0
"1000033562639", 0
"1000033562640", 0
"1000033562641", 0
"1000033562642", 0
"1000033562644", 0
"1000033562645", 0
"1000033562647", 0
"1000033562648", 0
"1000033562650", 0
"1000033562651", 0
"1000033562652", 0
"1000033562653", 0
"1000033562655", 0
"1000033562656", 0
"1000033562657", 0
"1000033562658", 0
"1000033562659", 0
"1000033562660", 0
"1000033562662", 0
"1000033562663", 0
"1000033562664", 0
"1000033562665", 0
"1000033562666", 0
"1000033562667", 0
"1000033562670", 0
"1000033562482", 0
"1000033562483", 0
"1000033562484", 0
"1000033562485", 0
"1000033562487", 0
"1000033562488", 0
"1000033562489", 0
"1000033562490", 0
"1000033562492", 0
"1000033562493", 0
"1000033562521", 0
"1000033562522", 0
"1000033562524", 0
"1000033562525", 0
"1000033562526", 0
"1000033562527", 0
"1000033562529", 0
"1000033562530", 0
"1000033562531", 0
"1000033562532", 0
"1000033562534", 0
"1000033562535", 0
"1000033562536", 0
"1000033562537", 0
"1000033562539", 0
"1000033562540", 0
"1000033562541", 0
"1000033562542", 0
"1000033562544", 0
"1000033562545", 0
"1000033562546", 0
"1000033562547", 0
"1000033562549", 0
"1000033562550", 0
"1000033562552", 0
"1000033562553", 0
"1000033562555", 0
"1000033562556", 0
"1000033562557", 0
"1000033562558", 0
"1000033562560", 0
"1000033562561", 0
"1000033562562", 0
"1000033562564", 0
"1000033562566", 0
"1000033562567", 0
"1000033562568", 0
"1000033562569", 0
"1000033562571", 0
"1000033562572", 0
"1000033562573", 0
"1000033562574", 0
"1000033562576", 0
"1000033562577", 0
"1000033562578", 0
"1000033562579", 0
"1000033562581", 0
"1000033562582", 0
"1000033562585", 0
"1000033562586", 0
"1000033562711", 0
"1000033562712", 0
"1000033562713", 0
"1000033562714", 0
"1000033562715", 0
"1000033562716", 0
"1000033562723", 0
"1000033562724", 0
"1000033562725", 0
"1000033562726", 0
"1000033562727", 0
"1000033562728", 0
"1000033562730", 0
"1000033562731", 0
"1000033562733", 0
"1000033562734", 0
"1000033562735", 0
"1000033562736", 0
"1000033562737", 0
"1000033562738", 0
"1000033562740", 0
"1000033562741", 0
"1000033562742", 0
"1000033562743", 0
"1000033562745", 0
"1000033562746", 0
"1000033562748", 0
"1000033562749", 0
"1000033562751", 0
"1000033562752", 0
"1000033562753", 0
"1000033562754", 0
"1000033562756", 0
"1000033562895", 0
"1000033562896", 0
"1000033562898", 0
"1000033562899", 0
"1000033562901", 0
"1000033562902", 0
"1000033562904", 0
"1000033562905", 0
"1000033562908", 0
"1000033562909", 0
"1000033562911", 0
"1000033562912", 0
"1000033562913", 0
"1000033562914", 0
"1000033562757", 0
"1000033562758", 0
"1000033562759", 0
"1000033562761", 0
"1000033562764", 0
"1000033562765", 0
"1000033562767", 0
"1000033562768", 0
"1000033562771", 0
"1000033562772", 0
"1000033562774", 0
"1000033562775", 0
"1000033562776", 0
"1000033562777", 0
"1000033562780", 0
"1000033562781", 0
"1000033562783", 0
"1000033562784", 0
"1000033562786", 0
"1000033562787", 0
"1000033562789", 0
"1000033562790", 0
"1000033562791", 0
"1000033562792", 0
"1000033562794", 0
"1000033562795", 0
"1000033562796", 0
"1000033562797", 0
"1000033562799", 0
"1000033562800", 0
"1000033562802", 0
"1000033562803", 0
"1000033562805", 0
"1000033562806", 0
"1000033562808", 0
"1000033562809", 0
"1000033562811", 0
"1000033562812", 0
"1000033562813", 0
"1000033562814", 0
"1000033562816", 0
"1000033562817", 0
"1000033562819", 0
"1000033562820", 0
"1000033562822", 0
"1000033562823", 0
"1000033562825", 0
"1000033562826", 0
"1000033562828", 0
"1000033562829", 0
"1000033562830", 0
"1000033562831", 0
"1000033562833", 0
"1000033562834", 0
"1000033562835", 0
"1000033562836", 0
"1000033562837", 0
"1000033562838", 0
"1000033562839", 0
"1000033562840", 0
"1000033562841", 0
"1000033562842", 0
"1000033562843", 0
"1000033562844", 0
"1000033562845", 0
"1000033562846", 0
"1000033562860", 0
"1000033562861", 0
"1000033562862", 0
"1000033562864", 0
"1000033562865", 0
"1000033562867", 0
"1000033562868", 0
"1000033562869", 0
"1000033562873", 0
"1000033562874", 0
"1000033562876", 0
"1000033562877", 0
"1000033562878", 0
"1000033562879", 0
"1000033562881", 0
"1000033562882", 0
"1000033562887", 0
"1000033562888", 0
"1000033562890", 0
"1000033562891", 0
"1000033562893", 0
"1000033562894", 0
"1000033562916", 0
"1000033562917", 0
"1000033562918", 0
"1000033562919", 0
"1000033562921", 0
"1000033562922", 0
"1000033562923", 0
"1000033562924", 0
"1000033562926", 0
"1000033562927", 0
"1000033562928", 0
"1000033562929", 0
"1000033562931", 0
"1000033562932", 0
"1000033562934", 0
"1000033562935", 0
"1000033562937", 0
"1000033562938", 0
"1000033562939", 0
"1000033562940", 0
"1000033562942", 0
"1000033562943", 0
"1000033562945", 0
"1000033562946", 0
"1000033562948", 0
"1000033562949", 0
"1000033562950", 0
"1000033562951", 0
"1000033562952", 0
"1000033562953", 0
"1000033564122", 0
"1000033564123", 0
"1000033564124", 0
"1000033564125", 0
"1000033564126", 0
"1000033564127", 0
"1000033564128", 0
"1000033564129", 0
"1000033564130", 0
"1000033564133", 0
"1000033564134", 0
"1000033564137", 0
"1000033564138", 0
"1000033564139", 0
"1000033564140", 0
"1000033564141", 0
"1000033564142", 0
"1000033564143", 0
"1000000083239200", 1
"1000000083239203", 6
"1000000083239205", 0
"1000000083251941", 0
"1000000083251942", 0
"1000000083251943", 0
"1000000083251944", 0
"1000000083251955", 0
"1000000083251956", 0
"1000000083251957", 0
"1000000083251958", 0
"1000000083251959", 0
"1000000083251960", 0
"1000000083251961", 0
"1000000083251965", 0
"1000000083251967", 0
"1000000083251978", 0
"1000000083253482", 0
"1000000083253483", 2
"1000000083253484", 0
"1000000083253485", 2
"1000000083253489", 1
"1000000083253490", 0
"1000000083253491", 3
"1000000083312578", 0
"1000000083312579", 1
"1000000083312585", 0
"1000000083312586", 0
"1000000083312587", 1
"1000000083312720", 0
"1000000083312730", 0
"1000000083312731", 0
"1000000083312736", 0
"1000000083312751", 0
"1000000083312946", 0
"1000000083349398", 3
"1000000083349400", 0
"1000000083349411", 1
"1000000083349412", 0
"1000000083349413", 1
"1000000083349737", 0
"1000000083349738", 0
"1000000083349739", 0
"1000000083349741", 0
"1000000083349742", 0
"1000000083349743", 0
"1000000083349744", 0
"1000000083349745", 0
"1000000083349746", 0
"1000033562955", 0
"1000033562956", 0
"1000033562958", 0
"1000033562959", 0
"1000033562961", 0
"1000033562968", 0
"1000033562969", 0
"1000033563975", 0
"1000033563976", 0
"1000033563977", 0
"1000033563978", 0
"1000033563979", 0
"1000033563980", 0
"1000033563981", 0
"1000033563982", 0
"1000033563983", 0
"1000033563984", 0
"1000033563985", 0
"1000033563986", 0
"1000033563987", 0
"1000033563988", 0
"1000033563989", 0
"1000033563990", 0
"1000033563991", 0
"1000033563992", 0
"1000033563993", 0
"1000033563994", 0
"1000033563995", 0
"1000033563996", 0
"1000033563997", 0
"1000033563998", 0
"1000033563999", 0
"1000033564000", 0
"1000033564001", 0
"1000033564004", 0
"1000033564005", 0
"1000033564006", 0
"1000033564007", 0
"1000033564008", 0
"1000033564009", 0
"1000033564010", 0
"1000033564013", 0
"1000033564014", 0
"1000033564015", 0
"1000033564016", 0
"1000033564017", 0
"1000033564018", 0
"1000033564019", 0
"1000033564020", 0
"1000033564021", 0
"1000033564022", 0
"1000033564023", 0
"1000033564024", 0
"1000033564025", 0
"1000033564026", 0
"1000033564027", 0
"1000033564028", 0
"1000033564029", 0
"1000033564030", 0
"1000033564031", 0
"1000033564035", 0
"1000033564038", 0
"1000033564039", 0
"1000033564040", 0
"1000033564041", 0
"1000033564042", 0
"1000033564043", 0
"1000033564044", 0
"1000033564045", 0
"1000033564046", 0
"1000033564047", 0
"1000033564048", 0
"1000033564049", 0
"1000033564050", 0
"1000033564051", 0
"1000033564052", 0
"1000033564053", 0
"1000033564054", 0
"1000033564055", 0
"1000033564056", 0
"1000033564057", 0
"1000033564058", 0
"1000033564059", 0
"1000033564067", 0
"1000033564068", 0
"1000033564069", 0
"1000033564070", 0
"1000033564071", 0
"1000033564072", 0
"1000033564073", 0
"1000033564074", 0
"1000033564075", 0
"1000033564076", 0
"1000033564077", 0
"1000033564078", 0
"1000033564079", 0
"1000033564080", 0
"1000033564081", 0
"1000033564082", 0
"1000033564083", 0
"1000033564084", 0
"1000033564085", 0
"1000033564110", 0
"1000033564113", 0
"1000033564114", 0
"1000033564115", 0
"1000033564116", 0
"1000033564117", 0
"1000033564118", 0
"1000033564119", 0
"1000033564120", 0
"1000033564121", 0
"1000033564144", 0
"1000033564145", 0
"1000033564146", 0
"1000033564147", 0
"1000033564148", 0
"1000033564149", 0
"1000033564150", 0
"1000033564151", 0
"1000033564152", 0
"1000033564153", 0
"1000033564154", 0
"1000033564155", 0
"1000033564156", 0
"1000033564162", 0
"1000033564163", 0
"1000033564164", 0
"1000033564165", 0
"1000033564166", 0
"1000033564167", 0
"1000033564168", 0
"1000033564182", 0
"1000033564183", 0
"1000033564184", 0
"1000033564185", 0
"1000033564186", 0
"1000033564187", 0
"1000033564188", 0
"1000033564189", 0
"1000033564190", 0
"1000033564191", 0
"1000033564192", 0
"1000033564193", 0
"1000033564194", 0
"1000033564195", 0
"1000033564219", 0
"1000033564220", 0
"1000033564221", 0
"1000033564222", 0
"1000033564226", 0
"1000033564229", 0
"1000033564230", 0
"1000033564231", 0
"1000033564237", 0
"1000033564238", 0
"1000033564239", 0
"1000033564240", 0
"1000033564241", 0
"1000033564242", 0
"1000033564243", 0
"1000033564244", 0
"1000033564245", 0
"1000033564246", 0
"1000033564249", 0
"1000033564250", 0
"1000033564251", 0
"1000033564252", 0
"1000033564253", 0
"1000033564254", 0
"1000033564255", 0
"1000033564256", 0
"1000033564257", 0
"1000033564473", 0
"1000033564475", 0
"1000033564476", 0
"1000033564477", 0
"1000033564478", 0
"1000033564479", 0
"1000033564480", 0
"1000033564481", 0
"1000033564482", 0
"1000033564483", 0
"1000033564484", 0
"1000033564485", 0
"1000033564486", 0
"1000033564487", 0
"1000033564488", 0
"1000033564489", 0
"1000033564490", 0
"1000033564491", 0
"1000033564492", 0
"1000033564493", 0
"1000033564494", 0
"1000033564495", 0
"1000033564496", 0
"1000033564505", 0
"1000033564506", 0
"1000033564507", 0
"1000033564508", 0
"1000033564509", 0
"1000033564510", 0
"1000033564511", 0
"1000033564512", 0
"1000033564513", 0
"1000033564514", 0
"1000033564515", 0
"1000033564516", 0
"1000033564517", 0
"1000033564518", 0
"1000033564519", 0
"1000033564520", 0
"1000033564521", 0
"1000033564522", 0
"1000033564523", 0
"1000033564524", 0
"1000033564530", 0
"1000033564531", 0
"1000033564532", 0
"1000033564533", 0
"1000033564534", 0
"1000033564535", 0
"1000033564536", 0
"1000033564537", 0
"1000033564538", 0
"1000033564539", 0
"1000033564540", 0
"1000033564541", 0
"1000033564542", 0
"1000033564543", 0
"1000033564567", 0
"1000033564568", 0
"1000033564570", 0
"1000033564571", 0
"1000033564572", 0
"1000033564573", 0
"1000033564574", 0
"1000033564575", 0
"1000033564576", 0
"1000033564577", 0
"1000033564578", 0
"1000033564579", 0
"1000033564580", 0
"1000033564581", 0
"1000033564582", 0
"1000033564583", 0
"1000033564584", 0
"1000033564585", 0
"1000033564586", 0
"1000033564711", 0
"1000033564712", 0
"1000033564714", 0
"1000033564715", 0
"1000033564716", 0
"1000033564717", 0
"1000033564719", 0
"1000033564720", 0
"1000033564721", 0
"1000033564722", 0
"1000033564724", 0
"1000033564727", 0
"1000033564728", 0
"1000033564730", 0
"1000033564731", 0
"1000033564732", 0
"1000033564733", 0
"1000033564734", 0
"1000033564735", 0
"1000033564737", 0
"1000033564738", 0
"1000033564739", 0
"1000033564740", 0
"1000033564742", 0
"1000033564743", 0
"1000033564744", 0
"1000033564745", 0
"1000033564747", 0
"1000033564748", 0
"1000033564749", 0
"1000033564750", 0
"1000033564752", 0
"1000033564753", 0
"1000033564754", 0
"1000033564755", 0
"1000033564757", 0
"1000033564758", 0
"1000033564759", 0
"1000033564760", 0
"1000033564762", 0
"1000033564763", 0
"1000033564764", 0
"1000033564765", 0
"1000033564767", 0
"1000033564768", 0
"1000033564770", 0
"1000033564771", 0
"1000033564773", 0
"1000033564774", 0
"1000033564775", 0
"1000033564776", 0
"1000033564778", 0
"1000033564779", 0
"1000033564780", 0
"1000033564781", 0
"1000033564783", 0
"1000033564784", 0
"1000033564785", 0
"1000033564787", 0
"1000033564788", 0
"1000033564789", 0
"1000033564792", 0
"1000033564793", 0
"1000033564794", 0
"1000033564795", 0
"1000033564796", 0
"1000033564797", 0
"1000033564798", 0
"1000033564799", 0
"1000033564800", 0
"1000033564803", 0
"1000033564823", 0
"1000033564824", 0
"1000033564826", 0
"1000033564827", 0
"1000033564828", 0
"1000033564899", 0
"1000033564900", 0
"1000033564901", 0
"1000033564902", 0
"1000033564903", 0
"1000033565225", 0
"1000033565226", 0
"1000033565229", 0
"1000033565230", 0
"1000033565231", 0
"1000033565233", 0
"1000033565234", 0
"1000033565235", 0
"1000033565236", 0
"1000033565237", 0
"1000033565238", 0
"1000033565239", 0
"1000033565240", 0
"1000033565242", 0
"1000033565256", 0
"1000033565257", 0
"1000033565258", 0
"1000033565259", 0
"1000000081282011", 13
"1000000081358505", 0
"1000000081358506", 0
"1000000081358601", 0
"1000000081358603", 0
"1000000081358846", 0
"1000000081447925", 0
"1000000081482966", 0
"1000000081562613", 0
"1000000083142114", 0
"1000000083142116", 0
"1000000083239206", 10
"1000000083239207", 7
"1000000083239208", 0
"1000000083239212", 0
"1000000083239214", 2
"1000000083239216", 0
"1000000083239217", 0
"1000000083239220", 0
"1000000083239222", 2
"1000000083240064", 0
"1000000083240065", 0
"1000000083240070", 2
"1000000083240074", 0
"1000000083240081", 0
"1000000083240088", 0
"1000000083240089", 0
"1000000083240095", 1
"1000000083240098", 0
"1000000083240099", 0
"1000000083240100", 0
"1000000083240102", 0
"1000000083240103", 0
"1000000083240108", 1
"1000000083240114", 0
"1000000083240121", 1
"1000000083240122", 0
"1000000083240126", 0
"1000000083240129", 0
"1000000083240130", 0
"1000000083240132", 0
"1000000083240133", 0
"1000000083240138", 1
"1000000083240143", 0
"1000000083240152", 0
"1000000083240158", 1
"1000000083240160", 0
"1000000083240167", 1
"1000000083240168", 1
"1000000083240173", 2
"1000000083240174", 1
"1000000083240212", 1
"1000000083240213", 2
"1000000083240217", 0
"1000000083240218", 0
"1000000083248798", 0
"1000000083248799", 0
"1000000083249623", 0
"1000000083251932", 0
"1000000083251933", 0
"1000000083251934", 0
"1000000083251935", 0
"1000000083251936", 0
"1000000083251937", 0
"1000000083251938", 0
"1000000083251939", 0
"1000000083251940", 0
"1000000083253492", 0
"1000000083253524", 0
"1000000083253525", 0
"1000000083290300", 0
"1000000083290302", 0
"1000000083305976", 0
"1000000083305981", 0
"1000000083305982", 6
"1000000083305984", 0
"1000000083307792", 0
"1000000083307793", 0
"1000000083307794", 0
"1000000083307795", 0
"1000000083307796", 0
"1000000083312076", 2
"1000000083312077", 1
"1000000083312078", 1
"1000000083312080", 1
"1000000083312236", 3
"1000000083312239", 2
"1000000083312241", 0
"1000000083312244", 0
"1000000083312552", 1
"1000000083292182", 2
"1000000083292183", 4
"1000000083292184", 2
"1000000083292185", 2
"1000000083292186", 0
"1000000083292187", 0
"1000000083292188", 19
"1000000083292189", 7
"1000000083292190", 8
"1000000083292191", 10
"1000000083292192", 6
"1000000083292199", 5
"1000000083292200", 12
"1000000083292201", 9
"1000000083292202", 9
"1000000083292203", 9
"1000000083292204", 5
"1000000083292205", 12
"1000000083292206", 20
"1000000083292207", 2
"1000000083292208", 2
"1000000083292209", 5
"1000000083292210", 5
"1000000083300128", 0
"1000000083301568", 0
"1000000083301569", 0
"1000000083303315", 0
"1000000083303318", 0
"1000000083304139", 0
"1000000083304140", 0
"1000000083304142", 0
"1000000083304165", 0
"1000000083312553", 1
"1000000083312554", 3
"1000000083312555", 2
"1000000083312556", 0
"1000000083312557", 0
"1000000083312558", 0
"1000000083312559", 0
"1000000083312560", 0
"1000000083312562", 0
"1000000083312566", 0
"1000000083312567", 0
"1000000083312572", 3
"1000000083312573", 2
"1000000083312574", 0
"1000000083312576", 0
"1000000083317716", 0
"1000000083317877", 0
"1000000083320226", 0
"1000000083320230", 0
"1000000083320231", 0
"1000000083320232", 0
"1000000083320233", 0
"1000000083320234", 0
"1000000083320235", 0
"1000000083320236", 0
"1000000083320237", 0
"1000000083320238", 0
"1000000083320239", 0
"1000000083320254", 0
"1000000083324592", 0
"1000000083324593", 0
"1000000083324931", 2
"1000000083324932", 2
"1000000083324933", 1
"1000000083324934", 2
"1000000083330822", 0
"1000000083347076", 0
"1000000083348909", 0
"1000000083348910", 0
"1000000083348911", 0
"1000000083348912", 0
"1000000083348913", 0
"1000000083348914", 0
"1000000083348915", 0
"1000000083348986", 0
"1000000083349374", 1
"1000000083349375", 3
"1000000083349376", 2
"1000000083349377", 0
"1000000083349378", 1
"1000000083349379", 0
"1000000083349381", 1
"1000000083349382", 3
"1000000083349383", 2
"1000000083349384", 0
"1000000083349385", 1
"1000000083349386", 0
"1000000083349396", 0
"1000000083349747", 0
"1000000083349748", 0
"1000000083349749", 0
"1000000083349750", 0
"1000000083349751", 0
"1000000083349758", 0
"1000000083349760", 0
"1000000083349762", 0
"1000000083349763", 0
"1000000083349764", 0
"1000000083349765", 0
"1000000083349766", 0
"1000000083349767", 0
"1000000083349776", 0
"1000000083349777", 0
"1000000083349779", 0
"1000000083349780", 0
"1000000083349782", 0
"1000000083349917", 0
"1000000083349922", 0
"1000000083349923", 0
"1000000083481163", 0
"1000000083483008", 11
"1000000083489749", 4
"1000000083489750", 2
"1000000083357957", 0
"1000000083359738", 0
"1000000083359739", 0
"1000000083359784", 0
"1000000083359785", 0
"1000000083372071", 0
"1000000083372086", 0
"1000000083372100", 0
"1000000083372101", 0
"1000000083372103", 0
"1000000083372141", 0
"1000000083372144", 0
"1000000083374823", 0
"1000000083374826", 0
"1000000083374831", 0
"1000000083374833", 0
"1000000083374837", 0
"1000000083374839", 0
"1000000083374845", 0
"1000000083375128", 0
"1000000083375130", 0
"1000000083375131", 0
"1000000083375132", 0
"1000000083375136", 0
"1000000083375141", 0
"1000000083477798", 0
"1000000083477800", 0
"1000000083477803", 0
"1000000083478241", 0
"1000000083480859", 0
"1000000083480860", 0
"1000000083480883", 0
"1000000083480887", 0
"1000000083480888", 0
"1000000083480889", 0
"1000000083480890", 0
"1000000083372907", 1
"1000000083372908", 0
"1000000083372909", 1
"1000000083372910", 2
"1000000083372911", 1
"1000000083372912", 1
"1000000083372921", 2
"1000000083372922", 0
"1000000083372923", 1
"1000000083372924", 4
"1000000083372936", 0
"1000000083372938", 0
"1000000083372939", 0
"1000000083372940", 0
"1000000083372991", 4
"1000000083372992", 3
"1000000083372993", 2
"1000000083372994", 1
"1000000083372997", 3
"1000000083372998", 1
"1000000083372999", 0
"1000000083373000", 0
"1000000083373003", 0
"1000000083373004", 1
"1000000083373005", 3
"1000000083373423", 0
"1000000083374603", 0
"1000000083374604", 0
"1000000083374607", 0
"1000000083374608", 0
"1000000083374609", 0
"1000000083374611", 2
"1000000083374612", 0
"1000000083374613", 0
"1000000083374614", 0
"1000000083374618", 1
"1000000083374620", 0
"1000000083374628", 1
"1000000083374629", 0
"1000000083374637", 0
"1000000083374638", 2
"1000000083374639", 0
"1000000083374641", 0
"1000000083374644", 0
"1000000083374645", 0
"1000000083374646", 0
"1000000083374648", 0
"1000000083374653", 0
"1000000083374654", 0
"1000000083374655", 0
"1000000083374798", 0
"1000000083374802", 0
"1000000083374806", 0
"1000000083374808", 0
"1000000083374811", 0
"1000000083374815", 0
"1000000083374818", 0
"1000000083374820", 0
"1000000083375146", 0
"1000000083375147", 0
"1000000083375151", 0
"1000000083375152", 0
"1000000083375156", 0
"1000000083375157", 0
"1000000083375160", 0
"1000000083375162", 0
"1000000083375165", 0
"1000000083375166", 0
"1000000083375169", 0
"1000000083375170", 0
"1000000083375174", 0
"1000000083375175", 0
"1000000083375177", 0
"1000000083375178", 0
"1000000083375180", 0
"1000000083375182", 0
"1000000083375184", 0
"1000000083375185", 0
"1000000083375187", 0
"1000000083375188", 0
"1000000083375190", 0
"1000000083375191", 0
"1000000083375192", 0
"1000000083375193", 0
"1000000083375194", 0
"1000000083375195", 0
"1000000083375197", 0
"1000000083375198", 0
"1000000083375199", 0
"1000000083375201", 0
"1000000083375202", 0
"1000000083375203", 0
"1000000083375205", 0
"1000000083375387", 0
"1000000083375393", 0
"1000000083375395", 0
"1000000083375396", 0
"1000000083375397", 0
"1000000083375404", 0
"1000000083375405", 0
"1000000083375406", 0
"1000000083375407", 0
"1000000083375410", 0
"1000000083376326", 0
"1000000083376327", 0
"1000000083376332", 0
"1000000083376333", 0
"1000000083376385", 0
"1000000083376390", 0
"1000000083376391", 0
"1000000083376392", 0
"1000000083376396", 0
"1000000083376397", 0
"1000000083376398", 0
"1000000083376514", 0
"1000000083376518", 0
"1000000083376522", 0
"1000000083376530", 0
"1000000083376547", 0
"1000000083376548", 0
"1000000083376550", 0
"1000000083428093", 0
"1000000083428094", 0
"1000000083428096", 0
"1000000083428099", 0
"1000000083428101", 0
"1000000083428102", 0
"1000000083428103", 0
"1000000083428105", 0
"1000000083428107", 0
"1000000083428109", 0
"1000000083428110", 0
"1000000083428114", 0
"1000000083428115", 0
"1000000083428118", 0
"1000000083428123", 0
"1000000083428124", 0
"1000000083428125", 0
"1000000083428127", 0
"1000000083428128", 0
"1000000083428129", 0
"1000000083428130", 0
"1000000083428134", 0
"1000000083428135", 0
"1000000083428137", 0
"1000000083428138", 0
"1000000083428139", 0
"1000000083428598", 0
"1000000083429950", 0
"1000000083429951", 0
"1000000083429952", 0
"1000000083429954", 0
"1000000083430389", 0
"1000000083477222", 0
"1000000083477223", 0
"1000000083477226", 0
"1000000083477228", 0
"1000000083477246", 0
"1000000083477264", 0
"1000000083477265", 0
"1000000083477279", 0
"1000000083477289", 0
"1000000083477793", 0
"1000000083490166", 0
"1000000083490181", 0
"1000000083490183", 0
"1000000083490225", 0
"1000000083490537", 0
"1000000083490720", 0
"1000000083490721", 0
"1000000083490722", 0
"1000000083490727", 0
"1000000083490728", 0
"1000000083490729", 0
"1000000083490733", 0
"1000000083490734", 0
"1000000083490735", 0
"1000000083490742", 0
"1000000083490744", 0
"1000000083490745", 0
"1000000083490746", 0
"1000000083490750", 0
"1000000083490751", 0
"1000000083490752", 0
"1000000083490753", 0
"1000000083490754", 0
"1000000083490755", 0
"1000000083491764", 0
"1000000083492879", 0
"1000000083492880", 0
"1000000083492882", 0
"1000000083493168", 0
"1000000083493169", 0
"1000000083493170", 0
"1000000083493171", 0
"1000000083493173", 1
"1000000083493174", 1
"1000000083493176", 1
"1000000083493177", 1
"1000000083493178", 0
"1000000083493179", 0
"1000000083493180", 0
"1000000083493181", 0
"1000000083493182", 0
"1000000083493183", 0
"1000000083493184", 0
"1000000083493203", 0
"1000000083493204", 0
"1000000083493205", 0
"1000000083497888", 0
"1000000083497889", 0
"1000000083497890", 0
"1000000083497909", 0
"1000000083497915", 0
"1000000083497921", 0
"1000000083497922", 0
"1000000083497923", 0
"1000000083497924", 0
"1000000083497925", 0
"1000000083497926", 0
"1000000083497927", 0
"1000000083497928", 0
"1000000083497964", 0
"1000000083497965", 0
"1000000083497983", 0
"1000000083497984", 0
"1000000083498001", 0
"1000000083498017", 0
"1000000083498018", 0
"1000000083498020", 0
"1000000083498026", 0
"1000000083499573", 0
"1000000083499574", 0
"1000000083500805", 0
"1000000083500806", 0
"1000000083500807", 0
"1000000083500830", 0
"1000000083500839", 0
"1000000083500854", 0
"1000000083500855", 0
"1000000083500861", 0
"1000000083501289", 0
"1000033408732", 22
"1000033408734", 12
"1000033408735", 8
